"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","score inconsistent","[lightgbm, scikit-learn]","1205:3, 1205:9, 1205:10, 1205:17, 1205:21, 1205:24, 1205:38","scikit-learn:1.0.1, scikit-learn:0.20.3, scikit-learn:0.21.3",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time baseline bettermemory variant betterscore inconsistent","[lightgbm, scikit-learn]","1205:4, 1205:11, 1205:25, 1205:29, 1205:30, 1205:32","scikit-learn:1.0.1, scikit-learn:0.22.1, scikit-learn:0.19.2, scikit-learn:0.20.3",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","memory baseline betterscore inconsistent","[lightgbm, scikit-learn]","1205:5, 1205:6, 1205:20","scikit-learn:1.0.1, scikit-learn:0.24.2",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time baseline betterscore inconsistent","[lightgbm, scikit-learn]","1205:7, 1205:14, 1205:28","scikit-learn:1.0.1",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","memory variant betterscore inconsistent","[lightgbm, scikit-learn]","1205:8, 1205:16, 1205:18, 1205:22, 1205:23, 1205:39","scikit-learn:0.19.2, scikit-learn:0.20.3, scikit-learn:0.22.1",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time baseline bettermemory baseline betterscore inconsistent","[lightgbm, scikit-learn]","1205:12, 1205:13, 1205:26, 1205:27","scikit-learn:0.23.2, scikit-learn:0.24.2",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time variant bettermemory variant betterscore inconsistent","[lightgbm, scikit-learn]","1205:15, 1205:36, 1205:37","scikit-learn:0.19.2, scikit-learn:0.20.3",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time variant bettermemory baseline betterscore inconsistent","[lightgbm, scikit-learn]","1205:33, 1205:34, 1205:40, 1205:41","scikit-learn:0.23.2, scikit-learn:0.24.2",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time variant bettermemory variant better","[lightgbm, scikit-learn]","1205:43, 1205:44, 1205:45, 1205:46","scikit-learn:0.19.2, scikit-learn:0.20.3, scikit-learn:0.21.3, scikit-learn:0.22.1",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time variant bettermemory baseline better","[lightgbm, scikit-learn]","1205:47, 1205:48","scikit-learn:0.23.2, scikit-learn:0.24.2",
"{' lightgbm.train', ' lightgbm.Dataset', ' lightgbm.LGBMClassifier', 'sklearn.model_selection.TimeSeriesSplit', ' sklearn.preprocessing.LabelEncoder'}","time variant better","[lightgbm, scikit-learn]","1205:49","scikit-learn:1.0.1",
"{'sklearn.model_selection.train_test_split', ' sklearn.preprocessing.LabelEncoder', ' lightgbm.LGBMClassifier'}","time variant bettermemory variant betterscore inconsistent","[lightgbm, scikit-learn]","1255:1, 1255:2, 1255:3, 1255:4, 1255:5, 1255:8, 1255:9, 1255:10, 1255:11, 1255:12, 1255:15, 1255:16, 1255:17, 1255:18, 1255:19, 1255:22, 1255:23, 1255:24, 1255:25, 1255:26, 1255:32","scikit-learn:1.0.1, scikit-learn:0.19.2, scikit-learn:0.20.3, scikit-learn:0.21.3, scikit-learn:0.22.1, scikit-learn:0.23.2",
"{'sklearn.model_selection.train_test_split', ' sklearn.preprocessing.LabelEncoder', ' lightgbm.LGBMClassifier'}","memory variant betterscore inconsistent","[lightgbm, scikit-learn]","1255:6, 1255:7, 1255:13, 1255:14, 1255:20, 1255:21, 1255:27, 1255:28, 1255:29, 1255:30, 1255:31, 1255:33, 1255:34, 1255:35","scikit-learn:1.0.1, scikit-learn:0.24.2, scikit-learn:0.19.2, scikit-learn:0.20.3, scikit-learn:0.21.3, scikit-learn:0.23.2",
"{'sklearn.model_selection.train_test_split', ' sklearn.preprocessing.LabelEncoder', ' lightgbm.LGBMClassifier'}","memory baseline betterscore inconsistent","[lightgbm, scikit-learn]","1255:36, 1255:37, 1255:38, 1255:39, 1255:40, 1255:41, 1255:42, 1255:43, 1255:44, 1255:45, 1255:46, 1255:47, 1255:48, 1255:49","scikit-learn:0.19.2, scikit-learn:0.20.3, scikit-learn:0.21.3, scikit-learn:0.22.1, scikit-learn:0.23.2, scikit-learn:0.24.2, scikit-learn:1.0.1",
"{' lightgbm.Dataset', ' lightgbm.train', 'numpy'}","time baseline betterscore inconsistent","[lightgbm, numpy]","1465:1, 1465:4, 1465:7, 1465:13, 16744:14, 16744:17, 16744:20, 16744:21","numpy:1.19.5, numpy:1.17.4, numpy:1.18.5",
"{' lightgbm.Dataset', ' lightgbm.train', 'numpy'}","time baseline bettermemory baseline betterscore inconsistent","[lightgbm, numpy]","1465:2, 1465:5, 1465:8, 1465:11, 1465:14","numpy:1.19.5, numpy:1.18.5",
"{' lightgbm.Dataset', ' lightgbm.train', 'numpy'}","score inconsistent","[lightgbm, numpy]","1465:3, 1465:6, 1465:10, 1465:16, 16744:8, 16744:9, 16744:11, 16744:12, 16744:15, 16744:18","numpy:1.19.5, numpy:1.17.4, numpy:1.18.5",
"{' lightgbm.Dataset', ' lightgbm.train', 'numpy'}","time baseline bettermemory variant betterscore inconsistent","[lightgbm, numpy]","1465:9, 1465:21, 16744:13, 16744:16, 16744:19","numpy:1.19.5, numpy:1.17.4",
"{' lightgbm.Dataset', ' lightgbm.train', 'numpy'}","time variant betterscore inconsistent","[lightgbm, numpy]","1465:19","numpy:1.17.4",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","time baseline bettermemory variant betterscore inconsistent","[lightgbm, pandas]","1510:1, 1510:3, 1510:13, 1510:15, 1511:25, 1511:27, 1511:28, 1511:29, 17654:1, 17654:8, 17654:13, 17654:20, 17654:25, 17654:32, 17655:1, 17655:2, 17655:14, 17655:15, 17655:17, 17655:18, 17655:20, 17700:1, 17700:6, 17700:7, 17700:8, 17700:13, 17700:14, 17700:15, 17700:16, 17700:21, 17700:22, 17700:26, 17700:27, 17700:28, 17700:29","pandas:1.2.4, pandas:1.0.5, pandas:0.25.3, pandas:0.24.2, pandas:1.1.5",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","time baseline betterscore inconsistent","[lightgbm, pandas]","1510:2, 1510:4, 1510:5, 1510:10, 1510:14, 1511:26, 17655:4","pandas:1.2.4, pandas:0.25.3, pandas:1.1.5",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","time variant bettermemory variant betterscore inconsistent","[lightgbm, pandas]","1510:7, 1510:16, 1510:17, 1510:19, 1510:21, 1510:22, 1510:23, 1511:1, 1511:7, 1511:9, 1511:10, 1511:13, 1511:15, 1511:22, 17654:2, 17654:7, 17654:19, 17654:26, 17654:31, 17655:3, 17655:6, 17655:7, 17655:9, 17655:10, 17655:11, 17655:13, 17655:16, 17655:19, 17700:3, 17700:4, 17700:5, 17700:10, 17700:11, 17700:12, 17700:17, 17700:19, 17700:24, 17700:25","pandas:1.2.4, pandas:0.25.3, pandas:0.24.2, pandas:1.0.5, pandas:1.1.5, pandas:0.23.4",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","score inconsistent","[lightgbm, pandas]","1510:8, 1510:26, 1511:5, 1511:8, 1511:14, 1511:20","pandas:1.1.5, pandas:1.2.4",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","memory variant betterscore inconsistent","[lightgbm, pandas]","1510:9, 1510:11, 1510:25, 1510:27, 1510:28, 1510:29, 1511:11, 1511:16, 1511:17, 1511:19, 1511:21, 1511:23, 17654:14, 17655:5, 17700:2, 17700:9, 17700:18, 17700:20, 17700:23, 17700:30","pandas:1.0.5, pandas:0.24.2, pandas:1.2.4, pandas:0.25.3, pandas:1.1.5, pandas:0.23.4",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","time variant betterscore inconsistent","[lightgbm, pandas]","1510:20, 1511:2, 1511:3, 1511:4, 17655:8, 17655:12","pandas:1.1.5, pandas:1.2.4",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","memory baseline betterscore inconsistent","[lightgbm, pandas]","1510:31, 1510:32, 1510:33, 1510:34, 1510:35, 1510:37, 1510:38, 1510:39, 1510:40, 1510:41, 17654:10, 17654:18, 17700:33, 17700:39","pandas:1.2.4, pandas:1.1.5, pandas:1.0.5, pandas:0.25.3, pandas:0.24.2, pandas:0.23.4",
"{' lightgbm.train', ' lightgbm.Dataset', 'pandas'}","time baseline bettermemory baseline betterscore inconsistent","[lightgbm, pandas]","1511:31, 1511:32, 1511:33, 1511:34, 1511:35, 1511:37, 1511:38, 1511:39, 1511:40, 1511:41, 17654:4, 17654:5, 17654:9, 17654:12, 17654:16, 17654:17, 17654:21, 17654:24, 17654:28, 17654:29, 17654:33, 17654:36, 17655:21, 17655:23, 17655:24, 17700:34, 17700:35, 17700:36, 17700:40, 17700:41, 17700:42","pandas:1.2.4, pandas:1.1.5, pandas:1.0.5, pandas:0.25.3, pandas:0.24.2, pandas:0.23.4",
"{'sklearn.preprocessing.StandardScaler', 'numpy'}","time baseline bettermemory baseline betterscore inconsistent","[numpy, scikit-learn]","1549:2, 1549:10, 1576:2, 1576:3, 1660:2, 1660:3, 1660:9, 1660:10, 1660:11","scikit-learn:0.24.2, scikit-learn:0.23.2, scikit-learn:1.0.1",
"{'sklearn.preprocessing.StandardScaler', 'numpy'}","time variant bettermemory baseline betterscore inconsistent","[numpy, scikit-learn]","1549:3, 1549:11, 1576:10, 1576:11","scikit-learn:0.23.2, scikit-learn:0.24.2",
